301
-1008.1 -nan
-1007.9 -nan
-1007.7 -nan
-1007.5 -nan
-1007.3 -nan
-1007.1 -nan
-1006.9 -nan
-1006.7 -nan
-1006.5 -nan
-1006.3 -nan
-1006.1 -nan
-1005.9 -nan
-1005.7 -nan
-1005.5 -nan
-1005.3 -nan
-1005.1 -nan
-1004.9 -nan
-1004.7 -nan
-1004.5 -nan
-1004.3 -nan
-1004.1 -nan
-1003.9 -nan
-1003.7 -nan
-1003.5 -nan
-1003.3 -nan
-1003.1 -nan
-1002.9 -nan
-1002.7 -nan
-1002.5 -nan
-1002.3 -nan
-1002.1 -nan
-1001.9 -nan
-1001.7 -nan
-1001.5 -nan
-1001.3 -nan
-1001.1 -nan
-1000.9 -nan
-1000.7 -nan
-1000.5 -nan
-1000.3 -nan
-1000.1 -nan
-999.9 -nan
-999.7 -nan
-999.5 -nan
-999.3 -nan
-999.1 -nan
-998.9 -nan
-998.7 -nan
-998.5 -nan
-998.3 -nan
-998.1 -nan
-997.9 -nan
-997.7 -nan
-997.5 -nan
-997.3 -nan
-997.1 -nan
-996.9 -nan
-996.7 -nan
-996.5 -nan
-996.3 -nan
-996.1 -nan
-995.9 -nan
-995.7 -nan
-995.5 -nan
-995.3 -nan
-995.1 -nan
-994.9 -nan
-994.7 -nan
-994.5 -nan
-994.3 -nan
-994.1 -nan
-993.9 -nan
-993.7 -nan
-993.5 -nan
-993.3 -nan
-993.1 -nan
-992.9 -nan
-992.7 -nan
-992.5 -nan
-992.3 -nan
-992.1 -nan
-991.9 -nan
-991.7 -nan
-991.5 -nan
-991.3 -nan
-991.1 -nan
-990.9 -nan
-990.7 -nan
-990.5 -nan
-990.3 -nan
-990.1 -nan
-989.9 -nan
-989.7 -nan
-989.5 -nan
-989.3 -nan
-989.1 -nan
-988.9 -nan
-988.7 -nan
-988.5 -nan
-988.3 -nan
-988.1 -nan
-987.9 -nan
-987.7 -nan
-987.5 -nan
-987.3 -nan
-987.1 -nan
-986.9 -nan
-986.7 -nan
-986.5 -nan
-986.3 -nan
-986.1 -nan
-985.9 -nan
-985.7 -nan
-985.5 -nan
-985.3 -nan
-985.1 -nan
-984.9 -nan
-984.7 -nan
-984.5 -nan
-984.3 -nan
-984.1 -nan
-983.9 -nan
-983.7 -nan
-983.5 -nan
-983.3 -nan
-983.1 -nan
-982.9 -nan
-982.7 -nan
-982.5 -nan
-982.3 -nan
-982.1 -nan
-981.9 -nan
-981.7 -nan
-981.5 -nan
-981.3 -nan
-981.1 -nan
-980.9 -nan
-980.7 -nan
-980.5 -nan
-980.3 -nan
-980.1 -nan
-979.9 -nan
